OIAPOQUE,-19.9134902,-43.93986169999999
OLEGÁRIO MACIEL,-19.9248675,-43.9456607
ONZE DE AGOSTO,-19.9550124,-43.9663358
ORLA DA LAGOA,-19.8106924,-43.9996766
OSCAR NEGRÃO DE LIMA,-19.940814,-43.9964664
OSWALDO FERRAZ,-19.9012951,-43.92512230000001
OTACÍLIO NEGRÃO DE LIMA,-19.8514617,-43.98612749999999
OURO MINAS,-19.8463423,-43.90670859999999
OUSO ALEGRE,-22.2350721,-45.8968392
PADARIA BONÍSSIMA,-19.9166813,-43.9344931
PADRE EUSTÁQUIO,-19.9144376,-43.980776
PADRE MARINHO,-19.9256787,-43.92247810000001
PADRE MARZANO,-19.8134344,-43.9586729
PADRE ROLIM,-19.9274087,-43.9261178
PALÁCIO DAS ARTES,-19.9166813,-43.9344931
PAMPULHA,-19.8527226,-43.9559969
PARACATU,-19.9251109,-43.952534
PARAÍBA,-19.9329893,-43.9327339
PARANÁ,-19.9182461,-43.94212580000001
PARQUE LAGOA DO NADO,-19.8315402,-43.9594323
PARQUE MUNICIPAL,-19.9388549,-43.9255885
PARQUE MUNICIPAL AGGEO PIO SOBRINHO,-19.9769065,-43.9712117
PATAGÔNIA,-19.9580276,-43.9376348
PÁTIO,-19.9327654,-44.0373195
PATIO SAVASSI,-19.9394673,-43.9350451
PEDRO I,-19.9166813,-43.9344931
PEDRO II,-19.906172,-43.9585782
PE MARINHO,-19.9256787,-43.92247810000001
PERNAMBUCO,-19.933829,-43.934338
PERRELA,-19.8778849,-43.9963224
PIAUÍ,-19.9298854,-43.9264107
PIO XI,-19.8827798,-43.9334259
PITANGUI,-19.9066947,-43.92522
PLANALTO,-19.8363874,-43.9472672
PLATINA,-19.9218446,-43.9652936
POMPÉIA,-19.912512,-43.9037259
PONTEIO,-19.9631287,-43.940588
PORCÃO,-18.6264443,-48.1931573
PORTAL DA LAGOA,-18.8954684,-48.2557109
PORTUGAL,-19.8432679,-43.9709492
POSTO ALE,-19.9166813,-43.9344931
POUSO ALEGRE,-22.2350721,-45.8968392
PQ ECOLÓGICO,-1,-1
PRAÇA 7,-19.9500797,-43.9979726
PRAÇA ABC,-19.831071,-44.15045689999999
PRAÇA AFONSO ARINOS,-19.9254195,-43.9362853
PRAÇA ALASKA,-19.9166813,-43.9344931
PRAÇA CLEMENTE FARIA,-19.9206683,-43.9573563
PRAÇA DA ASSEMBLEIA,-19.9316481,-43.9488138
PRAÇA DA ASSEMBLÉIA,-19.9316481,-43.9488138
PRAÇA DA BANDEIRA,-19.9492043,-43.920299
PRAÇA DA CEMIG,-19.9555983,-44.0260819
PRAÇA DA ESTAÇÃO,-19.9168243,-43.9338926
PRAÇA DA HARMONIA,-19.9474506,-43.9354415
PRAÇA DA LIBERDADE,-19.9341685,-43.9379572
PRAÇA DA SAVASSI,-19.9382389,-43.9359583
PRAÇA JOÃO XXIII,-19.9522211,-44.0184997
PRAÇA MARCELO GOES MENICUCCI,-19.9748789,-43.9426007
PRAÇA MARCELO GÓES MENICUCCI,-19.9748789,-43.9426007
PRAÇA M GOES MENICUCCI,-19.9748789,-43.9426007
PRAÇA MILTON CAMPOS,-19.9393557,-43.926128
PRAÇA PEDRO MELO,-19.8776527,-43.9764821
PRAÇA RAUL SOARES,-19.9231629,-43.9445467
PRAÇA RIO BRANCO,-19.9156218,-43.9412515
PRAÇA SÃO VICENTE,-19.9137712,-43.99272029999999
PRAÇA SÃO VIVENTE,-19.9137712,-43.99272029999999
PRAÇA SETE,-20.0351924,-44.0645969
PRAÇA TIRADENTES,-19.9297257,-43.93169959999999
PRESIDENTE TANCREDO NEVES,-19.9087382,-43.9377635
PROFESSOR JOSÉ DRUMOND,-19.9166813,-43.9344931
PROFESSOR MÁRIO WERNECK,-19.9714712,-43.9659422
PROFESSOR MORAES,-19.9363967,-43.9309338
PROFESSOR MORAIS,-19.9363967,-43.9309338
PROFESSOR RODRIGUES SEABRA,-19.9580577,-43.9418498
PROFESSOR SYLVIO DE VASCONCELOS,-19.9584568,-43.9558368
PROGRESSO NOVA GAMELEIRA,-19.9199863,-43.9766997
PRONTO SOCORRO RISOLETA NEVES,-19.9166813,-43.9344931
PRUDENTE DE MORAIS,-19.9430892,-43.9486172
PR´X,-19.9166813,-43.9344931
PUC SÃO GABRIEL,-19.8548318,-43.9156003
QUIMBERLITA,-19.9164071,-43.914259
RAJA,-19.9558543,-43.9580697
RAJA GABAGLIA,-19.9558543,-43.9580697
RAJA GABÁGLIA,-19.9558543,-43.9580697
RAJA GRILL,-19.9166813,-43.9344931
R ALABASTRO,-19.9094931,-43.920604
R APORÉ,-19.8894033,-43.9544815
R ARAGUARI,-19.9261299,-43.95020530000001
RAUL SOARES,-19.9231629,-43.9445467
R BERNARDO GUIMARÃES,-19.9287391,-43.9414978
R C DO MATO DENTRO,-19.8719226,-43.9791057
R COLÔMBIA,-19.9537636,-43.9384113
R CONCEIÇÃO DO MATO DENTRO,-19.8719226,-43.9791057
R CONCEIÇÃO DO M DENTRO,-19.8719226,-43.9791057
R DA BAHIA,-19.9270805,-43.9380468
R DOS CAETÉS,-19.9163364,-43.939253
REG HOSPITALAR,-19.9166813,-43.9344931
REGIÃO DA SAVASSI,-19.936238,-43.9322763
REGIÃO DO FLORESTA,-19.9167038,-43.9293335
REGIÃO HOSPITALAR,-19.9166813,-43.9344931
REGIONAL LESTE,-19.9166813,-43.9344931
REGIONAL NORDESTE,-19.9166813,-43.9344931
REGIONAL OESTE,-19.9166813,-43.9344931
REGIONAL VENDA NOVA,-19.8161099,-43.95917410000001
R ESPIRITO SANTO,-19.9267543,-43.9393122
R G DO NORTE,-19.8306733,-43.9686657
R GENOVEVA DE SOUZA,-19.9066926,-43.9223004
R GRANDE DO NORTE,-19.9335871,-43.9315237
RIO BRANCO,-19.8181741,-43.9830032
RIO DE JANEIRO,-19.8146932,-43.8905895
RIO GRANDE DO NORTE,-19.9335871,-43.9315237
RIO GRANDE DO SUL,-19.9223726,-43.9464224
RIO NEGRO,-19.9312294,-43.9655283
RIO NEGRO PRADO,-19.9290342,-43.9661256
RIO POMBA,-19.9137822,-43.9737535
R JAQUES LUCIANO,-19.9053358,-43.9204414
RODOVIÁRIA,-18.9053061,-48.2849337
RODOVIÁRIA TERGIP,-19.914265,-43.942935
